1551437112669	Google	add_to_cart		Visitor - 145468	Page - 5	Stanley,9 Way Screwdriver
1551437112669	Bing	page_view		Visitor - 562652	Page - 12	Neutrogena,Alcohol-Free Toner
1551437112669	Bing	page_view		Visitor - 217340	Page - 11	Omega,J8004 Nutrition Center Juicer
1551437112669	Bing	page_view		Visitor - 204036	Page - 1	Dave's Gourmet,Red Heirloom Organic Pasta Sauce
1551437112669	Direct	page_view		Visitor - 914979	Page - 9	Heinz,Tomato Ketchup
1551437112669	Facebook	page_view		Visitor - 116159	Page - 7	David's Tea,Organic the Spice Is Right Green Tea
1551437112669	Twitter	page_view		Visitor - 281521	Page - 3	Glass Plus,Glass Cleaner
1551437112669	Twitter	page_view		Visitor - 314519	Page - 14	Charmin,Ultra Soft
1551437112669	Google	page_view		Visitor - 948639	Page - 11	Dove,Moisturizing Body Wash
1551437112669	Facebook	page_view		Visitor - 856431	Page - 12	Palmolive,Original Dish Liquid
1551437112669	Facebook	page_view		Visitor - 864719	Page - 2	Jolen,Creme Bleach - Lightens Excess Dark Hair
1551437112669	Twitter	page_view		Visitor - 358049	Page - 1	Tresemme,Heat Tamer Spary
1551437112669	Facebook	page_view		Visitor - 982170	Page - 11	Siggi's,"Icelandic Style Skyr, Blueberry"
1551437112669	Direct	page_view		Visitor - 965273	Page - 14	Mars,Peanut M&M
1551437112669	Bing	page_view		Visitor - 522328	Page - 0	Westvleteren,Westvleteren XII
1551437112669	Bing	page_view		Visitor - 217884	Page - 13	Band-Aid,Flexible Fabric Adhesive Bandages
1551437112669	Other	page_view		Visitor - 275123	Page - 10	Mrs. Meyer's Clean Day,"Liquid Hand Soap Refill, Lavender Scent"
1551437112669	Facebook	page_view		Visitor - 420507	Page - 9	Cover Girl,Flamed Out Mascra
1551437112669	Twitter	page_view		Visitor - 659036	Page - 8	Old Spice,Refresh Body Spray -Fiji
1551437112669	Facebook	page_view		Visitor - 878637	Page - 7	Chemin Du Soleil,Chardonnay
1551437112669	Yahoo	page_view		Visitor - 746739	Page - 3	Blue Diamond,Almonds   Whole Natural
1551437112669	Google	page_view		Visitor - 227936	Page - 7	Garnier Fructis Style,Pure Clean Finishing Paste
1551437112669	Bing	page_view		Visitor - 281084	Page - 1	Band-Aid,Flexible Fabric Adhesive Bandages
1551437112669	Google	page_view		Visitor - 896706	Page - 4	Trident,"White Gum, Spearmint"
1551437112669	Google	page_view		Visitor - 298920	Page - 11	Molton Brown,Re-Charge Black Pepper Body Wash
1551437112669	Direct	page_view		Visitor - 521605	Page - 9	Chobani,Greek Yogurt - Plain
1551437112669	Bing	page_view		Visitor - 873817	Page - 8	Clean & Clear,Essentials Foaming Facial Cleanser Sensitive Skin
1551437112669	Bing	page_view		Visitor - 409881	Page - 5	RadioShack,PIR Sensor
1551437112669	Google	page_view		Visitor - 828512	Page - 6	Clorox,Disinfecting Wipes
1551437112669	Other	page_view		Visitor - 838454	Page - 14	Honeywell,Power Air Circulator
1551437112669	Bing	page_view		Visitor - 166748	Page - 6	Westvleteren,Westvleteren XII
1551437112669	Yahoo	page_view		Visitor - 496094	Page - 3	Natural Grooming by Herban Cowboy,Dusk Deodorant
1551437112669	Twitter	page_view		Visitor - 984513	Page - 11	Nestle,Leche Condensada
1551437112669	Google	page_view		Visitor - 981082	Page - 12	David's Tea,Chocolate Rocket Mate Tea
1551437112669	Twitter	page_view		Visitor - 939103	Page - 13	Alessi,Garlic Breadsticks
